"Accident_Index","Accident_Severity","Date","Day_of_Week","Light_Conditions","Number_of_Casualties","Number_of_Vehicles","Pedestrian_Crossing_Human_Control","Pedestrian_Crossing_Physical_Facilities","Police_Force","Road_Surface_Conditions","Road_Type","Special_Conditions_at_Site","Speed_limit","Time","Urban_or_Rural_Area","Weather_Conditions","Year"
"201501CP00100","Slight","2015-04-08","Wednesday","Daylight","1","1","0","5","City of London","Dry","Single carriageway","None","30","16:24:00","Urban","Fine no high winds","2015"
"201501CP00101","Slight","2015-04-17","Friday","Darkness - lights lit","1","1","0","0","City of London","Dry","Dual carriageway","None","40","22:20:00","Rural","Fine no high winds","2015"
"201501CP00102","Slight","2015-04-15","Wednesday","Daylight","3","5","0","5","City of London","Dry","Dual carriageway","None","50","10:38:00","Urban","Fine no high winds","2015"
"201501CP00103","Slight","2015-04-22","Wednesday","Daylight","1","1","0","4","City of London","Dry","One way street","None","30","12:10:00","Urban","Fine no high winds","2015"
"201501CP00104","Slight","2015-04-22","Wednesday","Daylight","1","1","0","4","City of London","Dry","Dual carriageway","None","40","10:05:00","Urban","Fine no high winds","2015"
"201501CP00105","Slight","2015-04-28","Tuesday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","08:00:00","Urban","Fine no high winds","2015"
"201501CP00106","Slight","2015-04-28","Tuesday","Daylight","1","2","0","0","City of London","Dry","Roundabout","None","30","18:16:00","Urban","Fine no high winds","2015"
"201501CP00108","Slight","2015-04-22","Wednesday","Daylight","1","1","0","5","City of London","Dry","Single carriageway","None","30","14:48:00","Urban","Fine no high winds","2015"
"201501CP00109","Slight","2015-04-17","Friday","Daylight","1","2","0","0","City of London","Dry","Roundabout","None","30","17:38:00","Urban","Fine no high winds","2015"
"201501CP00110","Slight","2015-04-10","Friday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","17:00:00","Urban","Fine no high winds","2015"
"201501CP00111","Slight","2015-04-23","Thursday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","11:44:00","Urban","Fine no high winds","2015"
"201501CP00112","Slight","2015-04-17","Friday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","19:45:00","Urban","Fine no high winds","2015"
"201501CP00113","Slight","2015-04-16","Thursday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","16:58:00","Urban","Fine no high winds","2015"
"201501CP00114","Slight","2015-04-08","Wednesday","Daylight","1","2","0","5","City of London","Dry","Dual carriageway","None","50","18:41:00","Urban","Fine no high winds","2015"
"201501CP00115","Slight","2015-04-09","Thursday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","20:50:00","Urban","Fine no high winds","2015"
"201501CP00116","Slight","2015-04-09","Thursday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","18:55:00","Urban","Fine no high winds","2015"
"201501CP00117","Slight","2015-04-05","Sunday","Daylight","1","2","0","0","City of London","Dry","Dual carriageway","None","40","15:10:00","Urban","Fine no high winds","2015"
"201501CP00118","Slight","2015-03-23","Monday","Daylight","4","2","0","5","City of London","Dry","Single carriageway","None","30","15:29:00","Urban","Fine no high winds","2015"
"201501CP00119","Slight","2015-04-03","Friday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","12:18:00","Urban","Fine no high winds","2015"
"201501CP00120","Slight","2015-04-03","Friday","Daylight","2","1","0","5","City of London","Wet or damp","Single carriageway","None","30","06:03:00","Urban","Raining no high winds","2015"
"201501CP00121","Slight","2015-04-07","Tuesday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","10:50:00","Urban","Fine no high winds","2015"
"201501CP00122","Slight","2015-05-18","Monday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","19:20:00","Urban","Fine no high winds","2015"
"201501CP00123","Serious","2015-05-18","Monday","Daylight","1","1","0","5","City of London","Dry","One way street","None","30","17:05:00","Urban","Fine no high winds","2015"
"201501CP00124","Slight","2015-05-05","Tuesday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","12:15:00","Urban","Fine no high winds","2015"
"201501CP00125","Slight","2015-05-18","Monday","Daylight","1","1","0","5","City of London","Dry","Single carriageway","None","30","08:35:00","Urban","Fine no high winds","2015"
"201501CP00126","Slight","2015-05-18","Monday","Daylight","1","2","0","5","City of London","Wet or damp","Dual carriageway","None","40","08:30:00","Rural","Other","2015"
"201501CP00127","Serious","2015-05-20","Wednesday","Daylight","1","1","0","0","City of London","Dry","One way street","None","30","09:10:00","Urban","Fine no high winds","2015"
"201501CP00128","Slight","2015-05-28","Thursday","Daylight","1","1","0","0","City of London","Dry","Single carriageway","None","30","07:29:00","Urban","Fine no high winds","2015"
"201501CP00129","Slight","2015-05-13","Wednesday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","17:46:00","Urban","Fine no high winds","2015"
"201501CP00130","Slight","2015-05-18","Monday","Daylight","1","1","0","5","City of London","Dry","Dual carriageway","None","40","08:40:00","Urban","Fine no high winds","2015"
"201501CP00131","Slight","2015-05-11","Monday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","07:30:00","Urban","Fine no high winds","2015"
"201501CP00132","Serious","2015-05-23","Saturday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","14:15:00","Urban","Fine no high winds","2015"
"201501CP00133","Serious","2015-05-15","Friday","Darkness - lights lit","1","2","0","5","City of London","Dry","Dual carriageway","None","40","21:00:00","Urban","Fine no high winds","2015"
"201501CP00134","Slight","2015-05-20","Wednesday","Darkness - lights lit","1","2","0","5","City of London","Dry","Single carriageway","None","30","21:50:00","Urban","Fine no high winds","2015"
"201501CP00135","Slight","2015-05-05","Tuesday","Daylight","1","1","0","5","City of London","Dry","Single carriageway","None","30","12:22:00","Urban","Fine no high winds","2015"
"201501CP00136","Serious","2015-05-21","Thursday","Darkness - lights lit","1","1","0","4","City of London","Dry","One way street","None","30","21:55:00","Urban","Fine no high winds","2015"
"201501CP00137","Slight","2015-05-30","Saturday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","15:35:00","Urban","Fine no high winds","2015"
"201501CP00138","Slight","2015-05-27","Wednesday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","10:23:00","Urban","Fine no high winds","2015"
"201501CP00139","Slight","2015-05-20","Wednesday","Daylight","1","1","0","1","City of London","Dry","One way street","None","30","12:30:00","Urban","Fine no high winds","2015"
"201501CP00140","Slight","2015-05-09","Saturday","Darkness - lighting unknown","1","1","0","7","City of London","Dry","One way street","None","30","01:05:00","Urban","Unknown","2015"
"201501CP00141","Slight","2015-05-18","Monday","Daylight","1","1","0","0","City of London","Dry","Single carriageway","None","30","09:30:00","Urban","Fine no high winds","2015"
"201501CP00143","Slight","2015-05-23","Saturday","Daylight","1","3","0","5","City of London","Dry","Dual carriageway","None","40","08:33:00","Urban","Fine no high winds","2015"
"201501CP00144","Serious","2015-05-05","Tuesday","Daylight","1","1","0","5","City of London","Dry","Single carriageway","None","30","08:55:00","Urban","Fine no high winds","2015"
"201501CP00145","Slight","2015-05-30","Saturday","Daylight","1","1","0","5","City of London","Dry","Single carriageway","None","30","10:30:00","Urban","Fine no high winds","2015"
"201501CP00146","Slight","2015-05-20","Wednesday","Daylight","1","2","0","4","City of London","Dry","Single carriageway","None","30","18:20:00","Urban","Unknown","2015"
"201501CP00147","Slight","2015-05-12","Tuesday","Daylight","1","1","0","0","City of London","Dry","Single carriageway","None","30","16:00:00","Urban","Fine no high winds","2015"
"201501CP00148","Slight","2015-05-16","Saturday","Daylight","2","2","0","5","City of London","Dry","Single carriageway","None","30","17:52:00","Urban","Fine no high winds","2015"
"201501CP00149","Slight","2015-05-15","Friday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","15:15:00","Urban","Fine no high winds","2015"
"201501CP00150","Slight","2015-05-15","Friday","Daylight","1","2","0","4","City of London","Dry","Single carriageway","None","30","06:16:00","Urban","Fine no high winds","2015"
"201501CP00151","Slight","2015-05-11","Monday","Daylight","1","2","0","5","City of London","Dry","Dual carriageway","None","40","07:45:00","Urban","Fine no high winds","2015"
"201501CP00152","Slight","2015-05-08","Friday","Daylight","1","1","0","4","City of London","Dry","Single carriageway","None","30","17:35:00","Urban","Fine no high winds","2015"
"201501CP00153","Slight","2015-05-08","Friday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","17:50:00","Urban","Fine no high winds","2015"
"201501CP00154","Slight","2015-05-06","Wednesday","Daylight","1","1","0","5","City of London","Dry","Single carriageway","None","30","07:05:00","Urban","Fine no high winds","2015"
"201501CP00155","Serious","2015-05-01","Friday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","20:21:00","Urban","Fine no high winds","2015"
"201501CP00156","Slight","2015-05-07","Thursday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","08:05:00","Urban","Fine no high winds","2015"
"201501CP00157","Slight","2015-05-03","Sunday","Daylight","2","1","0","5","City of London","Dry","Dual carriageway","None","40","17:00:00","Urban","Fine no high winds","2015"
"201501CP00158","Slight","2015-05-31","Sunday","Daylight","1","1","0","0","City of London","Dry","Single carriageway","None","30","08:45:00","Urban","Fine no high winds","2015"
"201501CP00159","Slight","2015-03-25","Wednesday","Daylight","1","1","0","0","City of London","Dry","One way street","None","30","08:48:00","Urban","Fine no high winds","2015"
"201501CP00161","Slight","2015-04-07","Tuesday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","09:50:00","Urban","Fine no high winds","2015"
"201501CP00163","Slight","2015-06-15","Monday","Daylight","1","3","0","5","City of London","Dry","Single carriageway","None","30","12:30:00","Urban","Fine no high winds","2015"
"201501CP00164","Serious","2015-06-30","Tuesday","Daylight","1","1","0","5","City of London","Dry","Single carriageway","None","30","08:38:00","Urban","Fine no high winds","2015"
"201501CP00165","Slight","2015-06-22","Monday","Daylight","1","2","0","0","City of London","Dry","One way street","None","30","10:30:00","Urban","Fine no high winds","2015"
"201501CP00167","Slight","2015-06-27","Saturday","Daylight","2","1","0","0","City of London","Dry","Dual carriageway","None","40","18:04:00","Urban","Fine no high winds","2015"
"201501CP00168","Slight","2015-06-24","Wednesday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","07:45:00","Urban","Fine no high winds","2015"
"201501CP00169","Slight","2015-06-23","Tuesday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","07:27:00","Urban","Fine no high winds","2015"
"201501CP00170","Slight","2015-07-27","Monday","Daylight","1","1","0","0","City of London","Dry","One way street","None","30","10:05:00","Urban","Fine no high winds","2015"
"201501CP00171","Slight","2015-06-29","Monday","Daylight","1","1","0","1","City of London","Dry","Single carriageway","None","30","14:35:00","Urban","Fine no high winds","2015"
"201501CP00172","Slight","2015-06-24","Wednesday","Daylight","1","2","0","0","City of London","Dry","Roundabout","None","30","18:43:00","Urban","Fine no high winds","2015"
"201501CP00173","Slight","2015-06-24","Wednesday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","08:47:00","Urban","Fine no high winds","2015"
"201501CP00174","Slight","2015-06-15","Monday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","08:55:00","Urban","Fine no high winds","2015"
"201501CP00175","Slight","2015-06-08","Monday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","13:15:00","Urban","Fine no high winds","2015"
"201501CP00176","Slight","2015-06-03","Wednesday","Daylight","1","2","0","5","City of London","Dry","Dual carriageway","None","40","08:20:00","Rural","Fine no high winds","2015"
"201501CP00177","Slight","2015-06-21","Sunday","Daylight","1","2","0","5","City of London","Dry","Dual carriageway","None","40","13:31:00","Urban","Fine no high winds","2015"
"201501CP00179","Slight","2015-06-19","Friday","Darkness - lights lit","1","1","0","0","City of London","Dry","Single carriageway","None","30","01:55:00","Urban","Fine no high winds","2015"
"201501CP00180","Slight","2015-06-23","Tuesday","Daylight","1","2","0","5","City of London","Dry","Dual carriageway","None","40","08:50:00","Urban","Fine no high winds","2015"
"201501CP00181","Fatal","2015-06-22","Monday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","08:59:00","Urban","Fine no high winds","2015"
"201501CP00182","Slight","2015-06-15","Monday","Daylight","1","2","0","5","City of London","Dry","Dual carriageway","None","40","08:20:00","Urban","Fine no high winds","2015"
"201501CP00183","Slight","2015-06-21","Sunday","Daylight","2","2","0","5","City of London","Dry","Single carriageway","None","30","20:15:00","Urban","Fine no high winds","2015"
"201501CP00184","Slight","2015-06-19","Friday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","17:01:00","Urban","Fine no high winds","2015"
"201501CP00185","Slight","2015-06-23","Tuesday","Daylight","3","2","0","5","City of London","Dry","Dual carriageway","None","40","08:17:00","Urban","Fine no high winds","2015"
"201501CP00186","Slight","2015-06-01","Monday","Daylight","1","2","0","5","City of London","Dry","Dual carriageway","None","40","17:52:00","Rural","Fine no high winds","2015"
"201501CP00187","Slight","2015-06-23","Tuesday","Daylight","1","2","0","5","City of London","Dry","Dual carriageway","None","40","07:15:00","Urban","Fine no high winds","2015"
"201501CP00189","Slight","2015-06-05","Friday","Darkness - lights lit","1","2","0","5","City of London","Dry","Single carriageway","None","30","00:41:00","Urban","Fine no high winds","2015"
"201501CP00190","Slight","2015-06-08","Monday","Daylight","1","2","0","4","City of London","Dry","Single carriageway","None","30","08:40:00","Urban","Fine no high winds","2015"
"201501CP00191","Slight","2015-06-07","Sunday","Daylight","2","2","0","5","City of London","Dry","Single carriageway","None","30","07:00:00","Urban","Fine no high winds","2015"
"201501CP00192","Slight","2015-06-03","Wednesday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","16:15:00","Urban","Fine no high winds","2015"
"201501CP00193","Slight","2015-06-03","Wednesday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","08:35:00","Urban","Fine no high winds","2015"
"201501CP00194","Serious","2015-06-01","Monday","Daylight","1","1","0","0","City of London","Dry","Single carriageway","None","30","09:40:00","Urban","Fine no high winds","2015"
"201501CP00195","Serious","2015-06-02","Tuesday","Darkness - lights lit","1","1","0","0","City of London","Dry","One way street","None","30","23:21:00","Urban","Fine no high winds","2015"
"201501CP00196","Slight","2015-07-18","Saturday","Daylight","1","2","0","5","City of London","Dry","Dual carriageway","None","40","12:00:00","Urban","Fine no high winds","2015"
"201501CP00198","Slight","2015-07-28","Tuesday","Darkness - lights lit","1","2","0","5","City of London","Dry","Dual carriageway","None","40","02:25:00","Urban","Fine no high winds","2015"
"201501CP00199","Serious","2015-07-17","Friday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","18:40:00","Urban","Fine no high winds","2015"
"201501CP00200","Slight","2015-07-14","Tuesday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","18:50:00","Urban","Fine no high winds","2015"
"201501CP00201","Slight","2015-07-22","Wednesday","Daylight","1","2","0","5","City of London","Dry","Dual carriageway","None","40","11:10:00","Urban","Fine no high winds","2015"
"201501CP00202","Slight","2015-07-20","Monday","Daylight","1","2","0","5","City of London","Dry","Dual carriageway","None","40","17:45:00","Urban","Fine no high winds","2015"
"201501CP00203","Slight","2015-07-24","Friday","Daylight","1","2","0","0","City of London","Dry","One way street","None","30","13:16:00","Urban","Fine no high winds","2015"
"201501CP00204","Slight","2015-07-23","Thursday","Daylight","1","2","0","4","City of London","Dry","Single carriageway","None","30","07:20:00","Urban","Fine no high winds","2015"
"201501CP00205","Slight","2015-07-28","Tuesday","Darkness - lights lit","1","2","0","5","City of London","Dry","Single carriageway","None","30","22:20:00","Urban","Fine no high winds","2015"
"201501CP00208","Slight","2015-07-17","Friday","Daylight","1","1","0","5","City of London","Dry","Dual carriageway","None","40","16:30:00","Urban","Fine no high winds","2015"
"201501CP00209","Slight","2015-08-16","Sunday","Daylight","3","1","0","5","City of London","Dry","Single carriageway","None","30","08:32:00","Urban","Fine no high winds","2015"
"201501CP00210","Slight","2015-07-20","Monday","Daylight","1","1","0","5","City of London","Dry","Single carriageway","None","30","18:05:00","Urban","Fine no high winds","2015"
"201501CP00211","Serious","2015-07-30","Thursday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","19:25:00","Urban","Fine no high winds","2015"
"201501CP00212","Slight","2015-07-20","Monday","Daylight","1","2","0","5","City of London","Dry","Dual carriageway","None","40","08:12:00","Urban","Fine no high winds","2015"
"201501CP00213","Slight","2015-07-03","Friday","Daylight","1","2","0","5","City of London","Dry","One way street","None","30","11:28:00","Urban","Fine no high winds","2015"
"201501CP00214","Slight","2015-07-16","Thursday","Daylight","1","2","0","5","City of London","Dry","One way street","None","30","11:42:00","Urban","Fine no high winds","2015"
"201501CP00215","Slight","2015-07-16","Thursday","Daylight","1","2","0","5","City of London","Dry","Dual carriageway","None","40","15:00:00","Urban","Fine no high winds","2015"
"201501CP00216","Slight","2015-07-07","Tuesday","Daylight","1","1","0","0","City of London","Dry","One way street","Oil or diesel","30","16:30:00","Urban","Fine no high winds","2015"
"201501CP00217","Slight","2015-07-06","Monday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","19:08:00","Urban","Fine no high winds","2015"
"201501CP00218","Slight","2015-07-06","Monday","Daylight","1","2","0","0","City of London","Dry","Dual carriageway","None","40","11:33:00","Urban","Fine no high winds","2015"
"201501CP00219","Serious","2015-07-07","Tuesday","Darkness - lights lit","1","2","0","0","City of London","Dry","One way street","None","30","21:37:00","Urban","Fine no high winds","2015"
"201501CP00220","Slight","2015-07-02","Thursday","Daylight","1","1","0","5","City of London","Dry","Single carriageway","None","30","08:37:00","Urban","Fine no high winds","2015"
"201501CP00221","Slight","2015-07-01","Wednesday","Daylight","1","1","0","4","City of London","Dry","One way street","None","30","14:19:00","Urban","Fine no high winds","2015"
"201501CP00222","Slight","2015-07-04","Saturday","Darkness - lights lit","2","3","0","0","City of London","Dry","One way street","None","30","01:40:00","Urban","Fine no high winds","2015"
"201501CP00223","Slight","2015-07-12","Sunday","Daylight","2","2","0","0","City of London","Dry","Dual carriageway","None","40","19:55:00","Urban","Fine no high winds","2015"
"201501CP00224","Slight","2015-07-09","Thursday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","07:08:00","Urban","Fine no high winds","2015"
"201501CP00225","Slight","2015-07-17","Friday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","09:50:00","Urban","Fine no high winds","2015"
"201501CP00226","Slight","2015-07-17","Friday","Daylight","1","1","0","0","City of London","Dry","One way street","None","30","16:45:00","Urban","Fine no high winds","2015"
"201501CP00227","Slight","2015-07-17","Friday","Darkness - lights lit","1","1","0","5","City of London","Dry","Single carriageway","None","30","01:00:00","Urban","Fine no high winds","2015"
"201501CP00229","Slight","2015-07-10","Friday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","19:00:00","Urban","Fine no high winds","2015"
"201501CP00231","Serious","2015-05-07","Thursday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","09:40:00","Urban","Unknown","2015"
"201501CP00232","Slight","2015-06-13","Saturday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","16:05:00","Urban","Fine no high winds","2015"
"201501CP00233","Serious","2015-08-05","Wednesday","Daylight","1","2","0","7","City of London","Dry","One way street","None","30","09:55:00","Urban","Fine no high winds","2015"
"201501CP00234","Serious","2015-08-22","Saturday","Daylight","1","1","0","5","City of London","Dry","Dual carriageway","None","40","13:52:00","Urban","Fine no high winds","2015"
"201501CP00235","Slight","2015-08-29","Saturday","Darkness - lights lit","1","1","0","5","City of London","Dry","Single carriageway","None","30","20:20:00","Urban","Fine no high winds","2015"
"201501CP00236","Slight","2015-08-19","Wednesday","Daylight","2","1","0","0","City of London","Dry","Single carriageway","None","20","12:15:00","Urban","Fine no high winds","2015"
"201501CP00237","Slight","2015-08-14","Friday","Daylight","1","1","0","4","City of London","Dry","Single carriageway","None","20","16:50:00","Urban","Fine no high winds","2015"
"201501CP00238","Slight","2015-08-26","Wednesday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","20","19:28:00","Urban","Fine no high winds","2015"
"201501CP00239","Slight","2015-08-18","Tuesday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","20","06:08:00","Urban","Fine no high winds","2015"
"201501CP00240","Slight","2015-08-23","Sunday","Daylight","1","1","0","1","City of London","Dry","Single carriageway","None","20","17:10:00","Urban","Fine no high winds","2015"
"201501CP00241","Slight","2015-08-20","Thursday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","20","17:10:00","Urban","Fine no high winds","2015"
"201501CP00242","Slight","2015-08-24","Monday","Daylight","2","1","0","1","City of London","Dry","Single carriageway","None","20","17:16:00","Urban","Fine no high winds","2015"
"201501CP00243","Slight","2015-08-06","Thursday","Daylight","1","1","0","4","City of London","Dry","Single carriageway","None","30","12:00:00","Urban","Fine no high winds","2015"
"201501CP00244","Slight","2015-08-18","Tuesday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","17:25:00","Urban","Fine no high winds","2015"
"201501CP00245","Slight","2015-08-06","Thursday","Daylight","2","1","0","4","City of London","Dry","Single carriageway","None","30","19:37:00","Urban","Fine no high winds","2015"
"201501CP00246","Serious","2015-08-19","Wednesday","Daylight","1","1","0","4","City of London","Dry","One way street","None","30","08:28:00","Urban","Fine no high winds","2015"
"201501CP00247","Slight","2015-08-18","Tuesday","Darkness - lights lit","1","1","0","0","City of London","Dry","Single carriageway","None","30","23:52:00","Urban","Fine no high winds","2015"
"201501CP00248","Slight","2015-08-07","Friday","Daylight","1","2","0","5","City of London","Dry","Dual carriageway","None","30","20:20:00","Urban","Fine no high winds","2015"
"201501CP00249","Slight","2015-08-10","Monday","Darkness - lights lit","1","2","0","0","City of London","Dry","Single carriageway","None","20","22:10:00","Urban","Fine no high winds","2015"
"201501CP00251","Slight","2015-08-09","Sunday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","20","08:02:00","Urban","Fine no high winds","2015"
"201501CP00252","Slight","2015-08-01","Saturday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","20","08:40:00","Urban","Fine no high winds","2015"
"201501CP00253","Slight","2015-08-10","Monday","Daylight","1","1","0","0","City of London","Dry","Single carriageway","None","20","13:10:00","Urban","Fine no high winds","2015"
"201501CP00254","Slight","2015-08-08","Saturday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","20","14:30:00","Urban","Fine no high winds","2015"
"201501CP00255","Slight","2015-08-06","Thursday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","20","11:29:00","Urban","Fine no high winds","2015"
"201501CP00256","Slight","2015-07-11","Saturday","Darkness - lights lit","1","2","0","5","City of London","Dry","Dual carriageway","None","30","00:10:00","Urban","Fine no high winds","2015"
"201501CP00258","Slight","2015-07-01","Wednesday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","20","16:24:00","Urban","Fine no high winds","2015"
"201501CP00259","Serious","2015-10-02","Friday","Daylight","1","3","0","5","City of London","Dry","Single carriageway","None","20","08:30:00","Urban","Fine no high winds","2015"
"201501CP00260","Slight","2015-09-30","Wednesday","Darkness - lights lit","1","1","0","0","City of London","Dry","Single carriageway","None","20","23:25:00","Urban","Fine no high winds","2015"
"201501CP00261","Slight","2015-09-27","Sunday","Daylight","1","1","0","5","City of London","Dry","Single carriageway","None","20","10:55:00","Urban","Fine no high winds","2015"
"201501CP00262","Slight","2015-09-21","Monday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","20","07:36:00","Urban","Fine no high winds","2015"
"201501CP00263","Slight","2015-09-21","Monday","Daylight","1","1","0","5","City of London","Dry","Single carriageway","None","20","08:50:00","Urban","Fine no high winds","2015"
"201501CP00264","Slight","2015-09-22","Tuesday","Daylight","1","2","0","0","City of London","Wet or damp","Single carriageway","None","20","09:00:00","Urban","Raining no high winds","2015"
"201501CP00265","Slight","2015-09-28","Monday","Daylight","2","1","0","8","City of London","Dry","Single carriageway","None","30","09:00:00","Urban","Fine no high winds","2015"
"201501CP00266","Slight","2015-09-16","Wednesday","Daylight","1","2","0","4","City of London","Dry","Single carriageway","None","20","10:30:00","Urban","Fine no high winds","2015"
"201501CP00268","Slight","2015-09-22","Tuesday","Darkness - lights lit","1","2","0","5","City of London","Dry","Single carriageway","None","20","04:28:00","Urban","Fine no high winds","2015"
"201501CP00269","Slight","2015-09-10","Thursday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","20","08:05:00","Urban","Fine no high winds","2015"
"201501CP00270","Serious","2015-09-12","Saturday","Daylight","1","1","0","0","City of London","Dry","Roundabout","None","20","09:20:00","Urban","Fine no high winds","2015"
"201501CP00271","Slight","2015-09-10","Thursday","Daylight","1","1","0","5","City of London","Dry","Dual carriageway","None","20","18:45:00","Urban","Fine no high winds","2015"
"201501CP00272","Slight","2015-09-08","Tuesday","Daylight","2","1","0","0","City of London","Dry","Single carriageway","None","20","18:45:00","Urban","Fine no high winds","2015"
"201501CP00273","Slight","2015-09-07","Monday","Daylight","1","1","0","4","City of London","Dry","Single carriageway","None","20","13:27:00","Urban","Fine no high winds","2015"
"201501CP00274","Slight","2015-09-07","Monday","Darkness - lights lit","1","2","0","0","City of London","Wet or damp","Dual carriageway","None","30","21:00:00","Urban","Raining no high winds","2015"
"201501CP00275","Slight","2015-09-06","Sunday","Daylight","1","1","0","5","City of London","Dry","Single carriageway","None","20","14:20:00","Urban","Fine no high winds","2015"
"201501CP00276","Slight","2015-09-08","Tuesday","Daylight","1","1","0","5","City of London","Dry","Single carriageway","None","30","16:54:00","Urban","Fine no high winds","2015"
"201501CP00277","Slight","2015-09-10","Thursday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","16:40:00","Urban","Fine no high winds","2015"
"201501CP00278","Slight","2015-09-08","Tuesday","Daylight","1","1","0","5","City of London","Dry","Dual carriageway","None","30","16:55:00","Urban","Fine no high winds","2015"
"201501CP00279","Slight","2015-10-09","Friday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","20","16:00:00","Urban","Fine no high winds","2015"
"201501CP00280","Serious","2015-10-11","Sunday","Daylight","1","1","0","5","City of London","Dry","Single carriageway","None","20","17:00:00","Urban","Fine no high winds","2015"
"201501CP00281","Slight","2015-10-13","Tuesday","Darkness - lights lit","1","2","0","4","City of London","Dry","Single carriageway","None","20","06:10:00","Urban","Fine no high winds","2015"
"201501CP00282","Slight","2015-10-14","Wednesday","Daylight","1","2","0","0","City of London","Dry","Dual carriageway","None","30","16:45:00","Urban","Fine no high winds","2015"
"201501CP00283","Slight","2015-10-11","Sunday","Darkness - lights lit","1","2","0","0","City of London","Dry","Single carriageway","None","20","00:01:00","Urban","Fine no high winds","2015"
"201501CP00284","Slight","2015-10-12","Monday","Daylight","1","2","0","4","City of London","Dry","Dual carriageway","None","20","08:30:00","Urban","Fine no high winds","2015"
"201501CP00285","Slight","2015-10-07","Wednesday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","20","09:15:00","Urban","Fine no high winds","2015"
"201501CP00286","Slight","2015-10-05","Monday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","20","17:43:00","Urban","Fine no high winds","2015"
"201501CP00287","Slight","2015-09-23","Wednesday","Daylight","1","1","0","5","City of London","Dry","Single carriageway","None","30","14:45:00","Urban","Fine no high winds","2015"
"201501CP00289","Slight","2015-10-03","Saturday","Darkness - lights lit","1","2","0","5","City of London","Dry","Single carriageway","None","20","06:02:00","Urban","Fine no high winds","2015"
"201501CP00290","Slight","2015-10-01","Thursday","Darkness - lights lit","1","2","0","0","City of London","Dry","Single carriageway","None","20","22:05:00","Urban","Fine no high winds","2015"
"201501CP00291","Slight","2015-10-08","Thursday","Darkness - lights lit","1","1","0","5","City of London","Dry","Single carriageway","None","20","18:45:00","Urban","Fine no high winds","2015"
